SR.NO,RPID,SITE_NAME_3G,SITE_NAME,TECHNOLOGY,3G_TECH,LATITUDE,LONGITUDE,DHQ,DHQ_NAME,Mandal,ROUT,SHELTER,Mandal_Code,Address,MP_CONS,SDCA,PIN_CODE,BSNL_IP,IP_NAME,IP_ID,Tower_Type,2G_Tower_HT,2G_ Ant_HT,2G_Ant,2G_Ant_Make,2G_BTS,2G_Phase,2G_Commission,2G_Type,2G_SEC,2G_Conf,2G_Azimuth,2G_E1_NO,2G_Media,2G_OFC_E1,2G_FE_BW,2G_DMW,2G_DMW_Ant_DIA,2G_Far_end_RPID,2G_DMW_E1_FE,2G_DMW_E1_NO,2G_DMW_FE_BW,BSC,2G_MSC,3G_PH,3G_Commission,3G_Azimuth,3G_ID,3G_SEC,3G_ANT_HT,3G_ANT_TYPE,Field52,3G_MEDIA,3G_OFC_FE,3G_E1_NO,3G_FE_BW,3G_DMW,3G_DMW_DIA,3G_FAR_RPID,3G_E1_FE,Field61,3G_MSC,Field62,RNC,NSN_2G,NSN_3G,NSN_NEW_3G,NSN_4G,HUW_REDP,NSN_NEW_2G,NOR_IV5,NOR_IV,3G_HUW_FROM,3G_HUW_FROM_TYPE,DMW_SACFA,WORK_C,BW,BSC_PORT,WORK_2G,TOWN,WORK_2G1,TOWN1
24,CT2146,102_01341_Nerabailu_CT2146,BSC68-05_Nerabailu_CT2146B,2G+3G,HUW,13.74879,79.16446,Rural,Nerabailu,Chinnagottigallu,,Room,5385,"Nerabailu,Bakarapet(M),Chittoor DT.",Rajampet,PILER,517194,BSNL,BSNL Infra,CT2146,GBT,40,40,Dual,Agisson,Nortel,IV,8/18/2006,BTS18K_ID,3,4-4-4,0/170/250,1.0,OFC,E1,,,,,,,,68,Tirupati,VIII.4,3/7/2020,,ID,,,,,,,,,,,,,,,,,,,,,,,,CT2146,,,,,,0.0,,,,
25,CT2150,102_0169_CT_PG_Palli_USO_CT2150,BSC70-50_PG_palli-USO_CT2150B,2G+3G,HUW,12.94962,78.4939,Rural,pamuganipalle,Venkatagirikota,,OD Plinth,5424,"Pamuganipalli(V),v.kota(M).,Chittoor DT.",Chittoor,V.KOTA,517424,NBSNL,BSNL Infra,CT2150,GBT,40,34,Dual,XAHT,Nortel,USO,11/30/2008,BTS18K_OD,3,3-3-3,0/90/240,,DMW,,,NEW NEC(HFCL),0.6 m,BSC70-56_VKota_CT2079A,E1,1.0,,70,Tirupati,VIII,,,RRH,,,,,DMW,E1,,6 Mbps,,,,,,,,102.0,,,,,CT2150,,,,BSC70-40_DravidaUniv_CT9005B,RRH,2015814064@G/FXW/HYD/3156776/2016@CLEARED ONLINE,,6 Mbps,,,,,
26,CT2152,102_0164_Peddapanjani_CT2152B,BSC70-22_Pedapanjani_CT2152B,2G+3G,HUW,13.29227,78.6816,Rural,Peddapanjani,Peddapanjani,NH,Shelter,5416,"peddapanjani(V&M),Chittoor DT.",Rajampet,PUNGANUR,517408,NBSNL,BSNL Infra,CT2152,GBT,40,38,Mono,HIGH WAY,Nortel,IV,12/2/2006,S8K_ID,3,4-4-4,110/200/280,,DMW,,,HUAWEI,0.6m,BSC70-81_Battamdoddi_CT5045B,E1,1.0,,70,Tirupati,VII +,5/6/2017,110/200/280,ID,3.0,37.0,Mono,MOBI (MB3F-65-18DE10+MBRET-RCU-003),OFC,FE,,20 Mbps,,,,,,Tiruapti,,102.0,,,,,,,,,,,2017265547@12/9/2017@,,20 Mbps,,,STD,,
27,CT2153,102_0170_CT_Peddaupparapalli_USO_CT2153,BSC70-18_PUparpalliUSO_CT2153B,2G+3G,HUW,13.38617,78.81911,Rural,Peddaupparapalli,Somala,,OD Plinth,5412,"Peddaupparapalli,Somala(M),Chittoor DT.",Rajampet,PILER,517257,NBSNL,BSNL Infra,CT2153,GBT,40,34,Dual,XAHT,Nortel,USO,11/30/2008,BTS18K_OD,3,3-3-3,0/180/270,1.0,OFC,E1,,,,,,,,70,Tirupati,VIII,,,RRH,,,,,OFC,E1,,30 Mbps,,,,,,,,102.0,,,,,CT2153,,,,BSC70-96_NgpalliATC_CT5032A,RRH,,,30 Mbps,,,,,
28,CT2156,102_0182_PTsamudram_CT2156,BSC68-65_PTsamudram_CT2156B,2G+3G,HUW,13.71318,78.2058,Rural,PTSamudram,Pedda Thippasamudram,,Exchange,5390,"Ptsamudram(V&M),Chittoor DT.",Rajampet,MADANAPALLI,517391,BSNL,BSNL Infra,CT2156,GBT,40,40,Dual,XAHT,Nortel,IV.5,9/23/2008,BTS18K_ID,3,4-4-4,0/95/240,1.0,OFC,E1,,,,,,,,68,Tirupati,VIII,,,ID,,,,,OFC,FE,,100 Mbps,,,,,,,,102.0,,,,,CT2156,,,,BSC68-47_Barlapalli_CT5041A,ID,,,100 Mbps,,,,,
29,CT2157,102_0118_Pulicherla_CT2157C,BSC68-52_Pulicherla_CT2157B,2G+3G,HUW,13.60013,79.0398,Rural,Pulicherla,Pulicherla,RC,Exchange,5395,"Pulicherla(V&M),Chittoor DT.",Chittoor,PAKALA,517172,BSNL,BSNL Infra,CT2157,GBT,40,38,Dual,XAHT,Nortel,IV.5,8/21/2008,BTS18K_ID,3,4-4-4,0/120/240,1.0,OFC,E1,,,,,,,,60,Tirupati,VII +,3/3/2017,0/120/240,ID,3.0,38.0,Dual,MOBI (MD2F&3F-65-17&17DE10&8-2015),OFC,FE,,35 Mbps,,,,,,Tiruapti,,102.0,,,,,,,,CT2157,,,,,35 Mbps,0.0,,,,
30,CT2164,102_0177_Santhipuram_CT2164B,BSC70-55_SanthiPuram_CT2164B,2G+3G,HUW,12.86738,78.40133,Rural,Santhipuram,Santhipuram,NH,OD Plinth,5425,"SanthiPuram(V&M),Chittoor DT.",Chittoor,KUPPAM,517423,NBSNL,BSNL Infra,CT2164,GBT,60,50,Mono,HIGH WAY,Nortel,IV.5,1/30/2009,BTS18K_OD,3,3-3-3,40/215/310,1.0,OFC,E1,,,,,,,,70,Tirupati,VII +,5/24/2017,40/215/310,RRH,3.0,50.0,Mono,MOBI (MB3F-65-18DE10+MBRET-RCU-003),OFC,FE,,45 Mbps,,,,,,Tiruapti,,102.0,,,,,,,,,,,,,45 Mbps,,,,,
31,CT2165,102_0151_SOMALA_CT2165B,BSC70-16_Somala_CT2165B,2G+3G,HUW,13.47745,78.81007,Rural,Somala,Somala,SH,Exchange,5412,"Somala(V&M),Chittoor DT.",Rajampet,PILER,517457,BSNL,BSNL Infra,CT2165,GBT,40,39,Dual,XAHT,Nortel,IV.5,8/21/2008,BTS18K_ID,3,4-4-4,90/210/300,1.0,OFC,E1,,,,,,,,70,Tirupati,VII +,4/26/2017,90/210/300,ID,3.0,36.0,Mono,MOBI (MB3F-65-18DE10+MBRET-RCU-003),OFC,FE,,30 Mbps,,,,,,Tiruapti,,102.0,,,,,,,,CT2165,,,,,30 Mbps,0.0,,,,
32,CT2174,102_0183_CT_ThungundrmUSO_CT2174,BSC70-30_ThungundrmUSO_CT2174B,2G+3G,HUW,13.18878,79.26383,Rural,Thungundram,Gangadhara Nellore,,OD Plinth,5420,"Thungundram,GDNellore(M),Chittoor DT.",Chittoor,CHITTOOR,517421,NBSNL,BSNL Infra,CT2174,GBT,40,34,Dual,XAHT,Nortel,USO,11/25/2008,BTS18K_OD,3,3-3-3,85/180/270,1.0,OFC,E1,,,,,,,,60,Tirupati,VIII,,,RRH,,,,,OFC,,,30 Mbps,,,,,,,,102.0,,,,,CT2174,,,,BSC60-78_CTR_Estate_CT5098,RRH,,,30 Mbps,,,,,
33,CT2182,102_0184_Varathuru_USO_CT2182,BSC70-26_Varathuru-USO_CT2182A,2G+3G,HUW,13.23054,79.26392,Rural,Varathur,Gangadhara Nellore,,OD Plinth,5420,VARATHURUSURVEY NO: 552/1B EAST SIDE OF PACHIGUNTA ROAD AND WEST SIDE OF CHAKALAVARI G PIN-517421,Chittoor,CHITTOOR,517128,NBSNL,BSNL Infra,CT2182,GBT,40,34,Dual,XAHT,Nortel,USO,10/17/2008,BTS18K_OD,3,3-3-3,60/140/320,,DMW,,,ZTE-VIOM,0.6 m,BSC60-04_VezzupalleUSO_CT2187B,E1,1.0,,60,Tirupati,VIII,,,RRH,3.0,,,,DMW,,,30 Mbps,,,,,,,,102.0,,,,,CT2182,,,,BSC60-34_Anupalli_CT2092A,RRH,2015812407@G/FXW/HYD/3156699/2016@K-19012/G/FXW/HYD/2670760/2016-CFA 9-12-16,,30 Mbps,,,,,
34,CT2183,102_0175_Vedurukuppam_CT2183B,BSC70-20_Vedurukuppam_CT2183B,2G+3G,HUW,13.44093,79.31511,Rural,Vedurukuppam,Vedurukuppam,SH,Shelter,5397,"Vedurukuppam(V&M),Chittoor DT.",Tirupati,PUTTUR,517569,NBSNL,BSNL Infra,CT2183,GBT,40,38,Dual,XAHT,Nortel,IV.5,9/30/2008,BTS18K_ID,3,4-4-4,130/250/350,1.0,OFC,E1,,,,,,,,67,Tirupati,VII +,5/16/2017,130/250/350,RRH,3.0,38.0,Mono,MOBI (MB3F-65-18DE10+MBRET-RCU-003),OFC,FE,,45 Mbps,,,,,,Tiruapti,,102.0,,,,,,,,,,,,,45 Mbps,,,,,
35,CT2187,102_0141_VezzupalleUSO_CT2187B,BSC70-28_VezzupalleUSO_CT2187B,2G+3G,HUW,13.29353,79.20853,Rural,Vezzupalle,Gangadhara Nellore,,OD Plinth,5420,"SY.NO:391/1 2 3 & 4 NEAR LAND LORD HOUSE,Vezzupalle,Chittor Dist,Andhra Pradesh-517167",Chittoor,CHITTOOR,517125,NBSNL,BSNL Infra,CT2187,GBT,40,34,Dual,XAHT,Nortel,USO,9/30/2008,BTS18K_OD,3,3-3-3,110/200/270,,DMW,,,NEW NEC(HFCL),0.6 m,BSC60-13_GDNellore_CT2046A,E1,1.0,,60,Tirupati,VII +,4/8/2017,110/200/270,RRH,3.0,34.0,Dual,MOBI (MD2F&3F-65-17&17DE10&8-2015),DMW,,,30 Mbps,NEW NEC,0.6 m,CT2046,FE,,Tiruapti,20Mbps,102.0,,,,,,,,,,,2016827307@G/FXW/HYD/3504388/2016@K-19012/G/FVC/HYD/1982154/2013-CFA DT 19/12/16,,30 Mbps,,,,,
36,CT2218,102_0178_Adivibaduguru_CT2218B,BSC70-83_Adivibaduguru_CT2218A,2G+3G,HUW,12.65496,78.43869,Rural,Adavibuduguru,kuppam,,Room,5427,"Adivibaduguru,kuppam(M),Chittoor DT.",Tirupati,KUPPAM,517425,BSNL,BSNL Infra,CT2218,GBT,40,35,Dual,Agisson,Nortel,V.1,12/31/2010,S12K_ID,3,4-4-4,20/100/290,1.0,OFC,E1,,,,,,,,70,Tirupati,VII +,5/23/2017,20/100/290,ID,3.0,35.0,Dual,Agisson,OFC,FE,,45 Mbps,,,,,,Tiruapti,,102.0,,,,,,,,,,,,,45 Mbps,,,STD,,
37,CT2223,102_0142_Beerakuppam_CT2223A,BSC68-77_Beerakuppam_CT2223B,2G+3G,HUW,13.4554,79.8454,Rural,Beerakuppam,Nagalapuram,,Exchange,5403,"Beerakuppam(V),nagalapuram(M),Chittoor DT.",Tirupati,SATYAVEDU,517589,BSNL,BSNL Infra,CT2223,GBT,40,39,Dual,Agisson,Nortel,V.1,3/31/2010,S8K_ID,3,4-4-4,0/120/240,1.0,OFC,E1,,,,,,,,67,Tirupati,VII +,4/24/2017,0/120/240,ID,3.0,39.0,Mono,MOBI (MB3F-65-18DE10+MBRET-RCU-003),OFC,FE,,60 Mbps,,,,,,Tiruapti,,102.0,,,,,,,,CT2223,,,,,60 Mbps,0.0,,,,
38,CT2232,102_01351_Chintalapalem_CT2232,BSC68-16_ChintalaPalem_CT2232B,2G+3G,HUW,13.80278,79.5834,Rural,Chinthalapalem,Yerpedu,SH,Exchange,5377,"ChintalaPalem,Yerpedu (M),Chittoor DT.",Tirupati,SRI KALAHASTHI,517619,BSNL,BSNL Infra,CT2232,GBT,40,37,Dual,XAHT,Nortel,V.1,3/31/2010,S8K_ID,3,4-4-4,30/120/290,1.0,OFC,E1,,,,,,,,67,Tirupati,VIII.4,3/2/2020,,ID,3.0,,,,,,,,,,,,,,,,,,,,,,,CT2232,,,,,,0.0,,,,
39,CT2234,102_0185_CT_CR_Kandriga_CT2234,BSC68-24_CR-Kandriga_CT2234B,2G+3G,HUW,13.36194,79.7669,Rural,CRKandriga,Pichatur,,Exchange,5401,"CR-Kandriga,Pitchatur (M),Chittoor DT.",Tirupati,SATYAVEDU,517167,BSNL,BSNL Infra,CT2234,GBT,40,37,Dual,Agisson,Nortel,V.1,4/22/2010,BTS18K_ID,3,4-4-4,0/120/240,1.0,OFC,E1,,,,,,,,67,Tirupati,VIII,,,ID,,,,,OFC,E1,,6 Mbps,,,,E1,,,,102.0,,,,,CT2234,,,,BSC67-53_Pitchatur_CT2064A,ID,,,6 Mbps,0.0,,,,
