"Circle","SSA","OLT Owner","Working Connections"
"AP","ANANTPUR","ATP_GLX_YOHAN","913"
"AP","ANANTPUR","ATP_KAD_PARIKI","321"
"AP","ANANTPUR","ATP_PKD_EARTHLINK","312"
"AP","ANANTPUR","ATP_TTR_SRIKRISHNA","933"
"AP","ANANTPUR","BSNL","2936"
"AP","ANANTPUR","SAPATP_AMARESHWARA","62"
"AP","ANANTPUR","SAPATP_CHALAVADI","2369"
"AP","ANANTPUR","SAPATP_DANISH","156"
"AP","ANANTPUR","SAPATP_DGHOUSEPEERA","64"
"AP","ANANTPUR","SAPATP_DINAKARA","413"
"AP","ANANTPUR","SAPATP_ESHANETWORKS","1246"
"AP","ANANTPUR","SAPATP_GANGADHAR","18"
"AP","ANANTPUR","SAPATP_GCSEKHAR","168"
"AP","ANANTPUR","SAPATP_GNLSERVICES","186"
"AP","ANANTPUR","SAPATP_GROWTHFIBER","61"
"AP","ANANTPUR","SAPATP_KIRANKUMAR","529"
"AP","ANANTPUR","SAPATP_KVINAYGOWD","54"
"AP","ANANTPUR","SAPATP_RAMAKRISHNAD","504"
"AP","ANANTPUR","SAPATP_RAMANAIAH","58"
"AP","ANANTPUR","SAPATP_RAMESHCOMM","428"
"AP","ANANTPUR","SAPATP_RAVEENDRADMM","1090"
"AP","ANANTPUR","SAPATP_REDDYCABLE","658"
"AP","ANANTPUR","SAPATP_SAINIDHIFTTH","1130"
"AP","ANANTPUR","SAPATP_SANKARA","62"
"AP","ANANTPUR","SAPATP_SHEMLANAIK","113"
"AP","ANANTPUR","SAPATP_SLVDC","88"
"AP","ANANTPUR","SAPATP_SPARKNET","1654"
"AP","ANANTPUR","SAPATP_THARUND","223"
"AP","ANANTPUR","SAPATP_VISTARA","69"
"AP","ANANTPUR","SAPATP_VPRADEEP","319"
"AP","ANANTPUR","SKLALP_SLP_SPECTRA","1"
"AP","ANANTPUR","STPATP_CHLAVADI","170"
"AP","ANANTPUR","","358"
"AP","CUDDAPAH","BSNL","1035"
"AP","CUDDAPAH","BSNL_DSLAM","7"
"AP","CUDDAPAH","SAPCDP_BVLBFN","114"
"AP","CUDDAPAH","SAPCDP_BVLUCS","161"
"AP","CUDDAPAH","SAPCDP_CDPGRP","229"
"AP","CUDDAPAH","SAPCDP_CDPISK","80"
"AP","CUDDAPAH","SAPCDP_CDPSLG","99"
"AP","CUDDAPAH","SAPCDP_DVRSDN","66"
"AP","CUDDAPAH","SAPCDP_GVUACN","237"
"AP","CUDDAPAH","SAPCDP_JMUSNC","7"
"AP","CUDDAPAH","SAPCDP_KDRSKA","302"
"AP","CUDDAPAH","SAPCDP_KDRVCS","6"
"AP","CUDDAPAH","SAPCDP_KXXSLL","395"
"AP","CUDDAPAH","SAPCDP_LRPKNS","31"
"AP","CUDDAPAH","SAPCDP_MDNSVC","26"
"AP","CUDDAPAH","SAPCDP_MYUPSB","70"
"AP","CUDDAPAH","SAPCDP_PDTSLV","113"
"AP","CUDDAPAH","SAPCDP_PDTSSN","221"
"AP","CUDDAPAH","SAPCDP_PVLBEP","219"
"AP","CUDDAPAH","SAPCDP_PVLSIV","242"
"AP","CUDDAPAH","SAPCDP_RAYMDS","94"
"AP","CUDDAPAH","SAPCDP_RAYNSN","35"
"AP","CUDDAPAH","SAPCDP_SCMANK","18"
"AP","CUDDAPAH","SAPCDP_SSCN","383"
"AP","CUDDAPAH","SAPCDP_YGLRKI","605"
"AP","CUDDAPAH","cdpslg_apcdp","669"
"AP","CUDDAPAH","kdrska_apcdp","7"
"AP","CUDDAPAH","","22"
"AP","ELURU","BBNL","24"
"AP","ELURU","BSNL","7823"
"AP","ELURU","ELRCKV_BRIHASPATHI","5"
"AP","ELURU","SAPELRBMV_SWAPNA","596"
"AP","ELURU","SAPELRUJV_SLGCable","6"
"AP","ELURU","SAPELR_AHN_LALITHA","158"
"AP","ELURU","SAPELR_AHN_VIJAYALAKSHMI","144"
"AP","ELURU","SAPELR_ARA_KSREDDY","105"
"AP","ELURU","SAPELR_ATL_APPLE","33"
"AP","ELURU","SAPELR_BDL_SATYASAIBABA","114"
"AP","ELURU","SAPELR_BDU_ASHOK","46"
"AP","ELURU","SAPELR_BMV_AMRUTHA","10"
"AP","ELURU","SAPELR_BMV_BRIHASPATHI","150"
"AP","ELURU","SAPELR_BMV_SNAGAJYOTHI","779"
"AP","ELURU","SAPELR_BMV_SVCABLE","72"
"AP","ELURU","SAPELR_BMV_SWAPNA","225"
"AP","ELURU","SAPELR_BOP_SUBRAHMANYESWARA","68"
"AP","ELURU","SAPELR_BOP_VINAYAKA","18"
"AP","ELURU","SAPELR_CGU_SATYANARAYANA","131"
"AP","ELURU","SAPELR_CHU_SIVANARAYANA","186"
"AP","ELURU","SAPELR_CHU_SRKPHOTO","109"
"AP","ELURU","SAPELR_CHU_SSLGDIGITALS","328"
"AP","ELURU","SAPELR_CHU_VEERABABU","131"
"AP","ELURU","SAPELR_CLD_METHUSHAL","410"
"AP","ELURU","SAPELR_DBG_KRISHNAPRIYANKA","18"
"AP","ELURU","SAPELR_DJM_SAPPALACHARI","42"
"AP","ELURU","SAPELR_DKT_DBC_KSVLVPRASAD","177"
"AP","ELURU","SAPELR_DKT_SVLCABLE","4"
"AP","ELURU","SAPELR_DPA_MANIPAL","294"
"AP","ELURU","SAPELR_ELRSAS","244"
"AP","ELURU","SAPELR_ELR_BIPIN","95"
"AP","ELURU","SAPELR_ELR_NAGAMANI","172"
"AP","ELURU","SAPELR_ELR_RAMESHBABU","310"
"AP","ELURU","SAPELR_ELR_SYEDALI","126"
"AP","ELURU","SAPELR_EVI_PSMOURYA","70"
"AP","ELURU","SAPELR_GKL_ANTARVEDI","18"
"AP","ELURU","SAPELR_GPV_CHPADMAVATHI","459"
"AP","ELURU","SAPELR_HKP_JEEVAN","46"
"AP","ELURU","SAPELR_JLG_ANNAPURNAMMA","10"
"AP","ELURU","SAPELR_JRI_GKCABLE","103"
"AP","ELURU","SAPELR_JRI_MVBHASKARARAO","209"
"AP","ELURU","SAPELR_JTP_PRABHA","262"
"AP","ELURU","SAPELR_KANTHERU_RAMAREDDY","22"
"AP","ELURU","SAPELR_KISHORE","19"
"AP","ELURU","SAPELR_KJR_BSRAO","182"
"AP","ELURU","SAPELR_KKP_HARIPRASAD","170"
"AP","ELURU","SAPELR_KVGUDEM_RPRAO","142"
"AP","ELURU","SAPELR_KVP_BHAGYASRI","103"
"AP","ELURU","SAPELR_KVP_SRIDURGAINTERNET","42"
"AP","ELURU","SAPELR_KVP_SVSCABLE","67"
"AP","ELURU","SAPELR_KYG_NCHANTIBABU","122"
"AP","ELURU","SAPELR_KYP_MOULALI","44"
"AP","ELURU","SAPELR_LKM_DNVSREDDY","34"
"AP","ELURU","SAPELR_LXR_BHASKARARAO","88"
"AP","ELURU","SAPELR_LXR_SOWMY","10"
"AP","ELURU","SAPELR_LXR_VARADARAJU","116"
"AP","ELURU","SAPELR_MADHAVAREDDY","8"
"AP","ELURU","SAPELR_MAHALAKSHMI","132"
"AP","ELURU","SAPELR_MARTERU_MMKREDDY","109"
"AP","ELURU","SAPELR_MGT_GUPTHA","200"
"AP","ELURU","SAPELR_MNU_PJDRAO","43"
"AP","ELURU","SAPELR_NJL_BVVLAKSHMI","111"
"AP","ELURU","SAPELR_NSP_SUJATHA","419"
"AP","ELURU","SAPELR_NVL_GANAPTHITECH","190"
"AP","ELURU","SAPELR_NVL_VINAYAKAINTERNET","59"
"AP","ELURU","SAPELR_PALAGUDEM_PJKUMAR","50"
"AP","ELURU","SAPELR_PGD_CHVBREDDY","30"
"AP","ELURU","SAPELR_PKL_KAARTEEK","249"
"AP","ELURU","SAPELR_PKL_SPLICEIT","43"
"AP","ELURU","SAPELR_PLV_YASWANTH","116"
"AP","ELURU","SAPELR_PMG_SAIKISHORE","36"
"AP","ELURU","SAPELR_PMG_SMSHAREEF","70"
"AP","ELURU","SAPELR_POD_SIVAELECTRICALS","558"
"AP","ELURU","SAPELR_PPSPOLYMERS","2"
"AP","ELURU","SAPELR_PPU_JOJIBABU","9"
"AP","ELURU","SAPELR_PPU_KRAMAKRISHNA","105"
"AP","ELURU","SAPELR_PPX_VASU","84"
"AP","ELURU","SAPELR_PUC_KDURGAPRASAD","27"
"AP","ELURU","SAPELR_PYC_BPRABHAKAR","142"
"AP","ELURU","SAPELR_RGA_MANJUSHA","42"
"AP","ELURU","SAPELR_RKD_SHALEM","55"
"AP","ELURU","SAPELR_SATISH","20"
"AP","ELURU","SAPELR_TDL_KBINTERNET","96"
"AP","ELURU","SAPELR_TDM_SUMA","76"
"AP","ELURU","SAPELR_TDV_MURALI","201"
"AP","ELURU","SAPELR_TGM_SATYASAIBABA","1"
"AP","ELURU","SAPELR_TGM_SYAMPRAKASH","376"
"AP","ELURU","SAPELR_TGM_VSFIBER","168"
"AP","ELURU","SAPELR_TKU_PADMINI","729"
"AP","ELURU","SAPELR_TKU_SRVDDCN","18"
"AP","ELURU","SAPELR_TNS_SAIBABACABLE","6"
"AP","ELURU","SAPELR_UJV_SLDDCABLE","34"
"AP","ELURU","SAPELR_VEMPADU_PCRRAO","98"
"AP","ELURU","SAPELR_VGP_USMCHOWDARY","110"
"AP","ELURU","SAPELR_VIJ_PARAMESWARARAO","40"
"AP","ELURU","SAPELR_VND_INDIRA","28"
"AP","ELURU","SAPELR_VVN_YSRIDHAR","20"
"AP","ELURU","SAPELR_VVS_MSRINIVASARAO","324"
"AP","ELURU","SKTELR_RKD_SHALEM","161"
"AP","ELURU","","997"
"AP","GUNTUR","BBNL","1"
"AP","GUNTUR","BSNL","2186"
"AP","GUNTUR","BSNL_DSLAM","1"
"AP","GUNTUR","GLOBAL_MEDIA_SERVICES","61"
"AP","GUNTUR","GTR_ANT","18"
"AP","GUNTUR","GTR_GLOBAL","132"
"AP","GUNTUR","GTR_TIGPTR_AIRNET","90"
"AP","GUNTUR","GTR_TIPGTR_AIRNET","88"
"AP","GUNTUR","GTR_TIPGTR_BBN","670"
"AP","GUNTUR","GTR_TIPGTR_NEWBHARATBB","160"
"AP","GUNTUR","GTR_TIPGTR_SCS","333"
"AP","GUNTUR","GTR_TIPGTR_SFN","6"
"AP","GUNTUR","GTR_TIPGTR_SLN","430"
"AP","GUNTUR","SAPGTR_AARYAN","159"
"AP","GUNTUR","SAPGTR_BHARATH","380"
"AP","GUNTUR","SAPGTR_BHARATTECH","610"
"AP","GUNTUR","SAPGTR_BHRAMENDRA","32"
"AP","GUNTUR","SAPGTR_BNETWORKS","42"
"AP","GUNTUR","SAPGTR_DEENA","97"
"AP","GUNTUR","SAPGTR_DHARVIKA","64"
"AP","GUNTUR","SAPGTR_DHRUVA","425"
"AP","GUNTUR","SAPGTR_FRIENDS","164"
"AP","GUNTUR","SAPGTR_GANESHCABLE","187"
"AP","GUNTUR","SAPGTR_GNETWORKS","1697"
"AP","GUNTUR","SAPGTR_JAYALAKSHMI","177"
"AP","GUNTUR","SAPGTR_KBCNETWORKS","143"
"AP","GUNTUR","SAPGTR_KVRFIBERNET","308"
"AP","GUNTUR","SAPGTR_LAKSHMICOMM","60"
"AP","GUNTUR","SAPGTR_MADHURA","1028"
"AP","GUNTUR","SAPGTR_MAHALAKSHMI","28"
"AP","GUNTUR","SAPGTR_MJGROUP","413"
"AP","GUNTUR","SAPGTR_MOKSHITHA","168"
"AP","GUNTUR","SAPGTR_NEHAENTER","40"
"AP","GUNTUR","SAPGTR_PADMAPRIYA","10"
"AP","GUNTUR","SAPGTR_PHANINDRA","346"
"AP","GUNTUR","SAPGTR_PRIYANKA","150"
"AP","GUNTUR","SAPGTR_RMSNETWORKS","67"
"AP","GUNTUR","SAPGTR_SAGAR","147"
"AP","GUNTUR","SAPGTR_SAIBROADBAND","31"
"AP","GUNTUR","SAPGTR_SAICABLE","824"
"AP","GUNTUR","SAPGTR_SAIKRISHNA","329"
"AP","GUNTUR","SAPGTR_SAINETWORKS","607"
"AP","GUNTUR","SAPGTR_SIDFIBER","170"
"AP","GUNTUR","SAPGTR_SIRICOMM","36"
"AP","GUNTUR","SAPGTR_SLVCABLE","210"
"AP","GUNTUR","SAPGTR_SLVCN","475"
"AP","GUNTUR","SAPGTR_SONEESH","16"
"AP","GUNTUR","SAPGTR_SREEBB","172"
"AP","GUNTUR","SAPGTR_SREESAIRAM","321"
"AP","GUNTUR","SAPGTR_SREESAIRAM2","247"
"AP","GUNTUR","SAPGTR_SREETELE","1451"
"AP","GUNTUR","SAPGTR_SRIARUNACHALA","1445"
"AP","GUNTUR","SAPGTR_SRIDURGA","299"
"AP","GUNTUR","SAPGTR_SSBHARATH","424"
"AP","GUNTUR","SAPGTR_SSCTVNET","31"
"AP","GUNTUR","SAPGTR_SSDATTA","261"
"AP","GUNTUR","SAPGTR_STARFIBERNET","1066"
"AP","GUNTUR","SAPGTR_SUDHEER","108"
"AP","GUNTUR","SAPGTR_SUDIREDDY","42"
"AP","GUNTUR","SAPGTR_SUNFIBER","214"
"AP","GUNTUR","SAPGTR_SVCABLENET","28"
"AP","GUNTUR","SAPGTR_SVCNHARI","49"
"AP","GUNTUR","SAPGTR_SWAMY","40"
"AP","GUNTUR","SAPGTR_TEJASWINI","647"
"AP","GUNTUR","SAPGTR_VANYA","519"
"AP","GUNTUR","SAPGTR_VCNET","2"
"AP","GUNTUR","SAPGTR_VENKATESWAR","98"
"AP","GUNTUR","SAPGTR_VENNELA","627"
"AP","GUNTUR","SAPGTR_VENTECH","128"
"AP","GUNTUR","SAPGTR_VNCOMM","66"
"AP","GUNTUR","TIPGTR_GLOBAL","1"
"AP","GUNTUR","","90"
"AP","KURNOOL","BSNL","691"
"AP","KURNOOL","BSNL_DSLAM","44"
"AP","KURNOOL","KNL_ADN_ASHOK","1849"
"AP","KURNOOL","KNL_DNC_DEEPIKA","1"
"AP","KURNOOL","KNL_KNL_MGKUMAR","430"
"AP","KURNOOL","KNL_YGR_THUKARAM","38"
"AP","KURNOOL","SAPKNL_AGOPAL","38"
"AP","KURNOOL","SAPKNL_AJHUSSAIN","98"
"AP","KURNOOL","SAPKNL_BBHARATHI","14"
"AP","KURNOOL","SAPKNL_BBNW","58"
"AP","KURNOOL","SAPKNL_BMARJUNA","16"
"AP","KURNOOL","SAPKNL_BRKREDDY","2"
"AP","KURNOOL","SAPKNL_BSKRISHNA","60"
"AP","KURNOOL","SAPKNL_BSKUMAR","194"
"AP","KURNOOL","SAPKNL_BSREDDY","376"
"AP","KURNOOL","SAPKNL_ELSREDDY","108"
"AP","KURNOOL","SAPKNL_GCHANDRA","87"
"AP","KURNOOL","SAPKNL_GFCNDL","1994"
"AP","KURNOOL","SAPKNL_GNARAYANA","92"
"AP","KURNOOL","SAPKNL_GSPRASAD","358"
"AP","KURNOOL","SAPKNL_GSRAYUDU","138"
"AP","KURNOOL","SAPKNL_HLNARAYANA","219"
"AP","KURNOOL","SAPKNL_IBRAHIM","280"
"AP","KURNOOL","SAPKNL_JAHEERCABLE","57"
"AP","KURNOOL","SAPKNL_JGANESH","116"
"AP","KURNOOL","SAPKNL_JSREENU","215"
"AP","KURNOOL","SAPKNL_KARIMULLA","227"
"AP","KURNOOL","SAPKNL_KGANGAIAH","187"
"AP","KURNOOL","SAPKNL_KKIRANBABU","226"
"AP","KURNOOL","SAPKNL_KLAKSHMI","844"
"AP","KURNOOL","SAPKNL_KMOULALI","78"
"AP","KURNOOL","SAPKNL_KNL_AMK_SWAMULU","668"
"AP","KURNOOL","SAPKNL_KNL_KIU_PAKKIRAIAH","343"
"AP","KURNOOL","SAPKNL_KPKUMAR","32"
"AP","KURNOOL","SAPKNL_KSSPRASAD","454"
"AP","KURNOOL","SAPKNL_MEENAKSHI","166"
"AP","KURNOOL","SAPKNL_MGN","438"
"AP","KURNOOL","SAPKNL_MJKUMAR","198"
"AP","KURNOOL","SAPKNL_MKBKUMAR","26"
"AP","KURNOOL","SAPKNL_MPMADDILETY","88"
"AP","KURNOOL","SAPKNL_NVSREDDY","16"
"AP","KURNOOL","SAPKNL_PARAMESH","1"
"AP","KURNOOL","SAPKNL_PLYAGNESWARI","258"
"AP","KURNOOL","SAPKNL_RKKUMAR","380"
"AP","KURNOOL","SAPKNL_SAHITIYGR","863"
"AP","KURNOOL","SAPKNL_SCALLABAKASH","384"
"AP","KURNOOL","SAPKNL_SNREDDY","78"
"AP","KURNOOL","SAPKNL_VIJAYACHARI","274"
"AP","KURNOOL","SAPKNL_VINOD","1749"
"AP","KURNOOL","SAPKNL_VSANTHAMMA","174"
"AP","KURNOOL","SAPKNL_VSKUMAR","1"
"AP","KURNOOL","SAPKNL_VSURESH","459"
"AP","KURNOOL","","7"
"AP","NELLORE","BSNL","1036"
"AP","NELLORE","BSNL_DSLAM","22"
"AP","NELLORE","NLR_BALAJIBROADBAND","1085"
"AP","NELLORE","NLR_GUDSVS","1"
"AP","NELLORE","NLR_GUDVENUDISH","467"
"AP","NELLORE","NLR_KOTAAZEEZ","429"
"AP","NELLORE","NLR_MSBROADBAND","1258"
"AP","NELLORE","NLR_NWBTEJACABLETV","97"
"AP","NELLORE","NLR_NYDRAMANA","394"
"AP","NELLORE","NLR_RPXMKR","47"
"AP","NELLORE","NLR_SLTSRISHTIBROADBAND","13"
"AP","NELLORE","NLR_VKESAIBALAJI","953"
"AP","NELLORE","SAPNLR_ADRLAKSHMI","57"
"AP","NELLORE","SAPNLR_ALLURSVR","303"
"AP","NELLORE","SAPNLR_ARUVCN","98"
"AP","NELLORE","SAPNLR_ASPETKNR","35"
"AP","NELLORE","SAPNLR_AYYAPPA","130"
"AP","NELLORE","SAPNLR_BHAARATHGUD","610"
"AP","NELLORE","SAPNLR_BLPSVCN","116"
"AP","NELLORE","SAPNLR_CHARCOMM","104"
"AP","NELLORE","SAPNLR_CHEJERLAPD","60"
"AP","NELLORE","SAPNLR_CHENNURSSSD","114"
"AP","NELLORE","SAPNLR_GVMSEN","46"
"AP","NELLORE","SAPNLR_IKTSAIBABA","63"
"AP","NELLORE","SAPNLR_IKTSAISWETHA","54"
"AP","NELLORE","SAPNLR_JDKSVGIGA","313"
"AP","NELLORE","SAPNLR_JMPSSFN","24"
"AP","NELLORE","SAPNLR_KAMAKSHITAI","32"
"AP","NELLORE","SAPNLR_KAMALTMT","8"
"AP","NELLORE","SAPNLR_KLGTHREESTAR","204"
"AP","NELLORE","SAPNLR_KVRCABLETV","156"
"AP","NELLORE","SAPNLR_KVRSRISIVA","322"
"AP","NELLORE","SAPNLR_LAKSHMIVENK","91"
"AP","NELLORE","SAPNLR_LBRSVCT","255"
"AP","NELLORE","SAPNLR_LBRVCT","2"
"AP","NELLORE","SAPNLR_MARRIPADUSVB","91"
"AP","NELLORE","SAPNLR_MDHCABLE","190"
"AP","NELLORE","SAPNLR_MNBMGS","12"
"AP","NELLORE","SAPNLR_MOUNIKA","82"
"AP","NELLORE","SAPNLR_MTKSMCN","563"
"AP","NELLORE","SAPNLR_NLRISB","102"
"AP","NELLORE","SAPNLR_NLRSWARNAACS","69"
"AP","NELLORE","SAPNLR_PPYSAITEJA","12"
"AP","NELLORE","SAPNLR_PVRCOM","126"
"AP","NELLORE","SAPNLR_REDJUPITER","63"
"AP","NELLORE","SAPNLR_RPXMKR","162"
"AP","NELLORE","SAPNLR_SAINADHPOTTEMPADU","39"
"AP","NELLORE","SAPNLR_SHKPVS","355"
"AP","NELLORE","SAPNLR_SLTPVS","281"
"AP","NELLORE","SAPNLR_SPACENET","672"
"AP","NELLORE","SAPNLR_SPVBS","365"
"AP","NELLORE","SAPNLR_SVCKUY","211"
"AP","NELLORE","SAPNLR_SVDCTN","234"
"AP","NELLORE","SAPNLR_SWARNAREKHA","14"
"AP","NELLORE","SAPNLR_SYPKCKK","66"
"AP","NELLORE","SAPNLR_TADASAI","32"
"AP","NELLORE","SAPNLR_TIRUPAL","66"
"AP","NELLORE","SAPNLR_TMLLCTV","80"
"AP","NELLORE","SAPNLR_TRIVENICMD","4"
"AP","NELLORE","SAPNLR_UDGCHAND","407"
"AP","NELLORE","SAPNLR_UKV","998"
"AP","NELLORE","SAPNLR_VENKATASAI","220"
"AP","NELLORE","SAPNLR_VENKATESWARA","78"
"AP","NELLORE","SAPNLR_VIDAVALUR","18"
"AP","NELLORE","SAPNLR_VINAYAKRDK","14"
"AP","NELLORE","SAPNLR_VIVEKABHK","14"
"AP","NELLORE","SAPNLR_VKUMADINA","93"
"AP","NELLORE","SAPNLR_VNJSTARCABLE","640"
"AP","NELLORE","SAPNLR_VNTADA","6"
"AP","NELLORE","SAPNLR_VOGMGS","27"
"AP","NELLORE","","73"
"AP","ONGOLE","BSNL","222"
"AP","ONGOLE","KP_INNOVATIONS_ONGMRP","38"
"AP","ONGOLE","ONG_ADITYA","10"
"AP","ONGOLE","ONG_ARYANCABLES_DRS","553"
"AP","ONGOLE","ONG_RAINBOW_MRP","180"
"AP","ONGOLE","SAPONG_ACNMMT","248"
"AP","ONGOLE","SAPONG_ACSCMK","543"
"AP","ONGOLE","SAPONG_AONCONG","446"
"AP","ONGOLE","SAPONG_ASFSWA","373"
"AP","ONGOLE","SAPONG_ASNADK","1097"
"AP","ONGOLE","SAPONG_DCBBKAK","333"
"AP","ONGOLE","SAPONG_DCNINK","22"
"AP","ONGOLE","SAPONG_KCNRMP","24"
"AP","ONGOLE","SAPONG_KDNKML","218"
"AP","ONGOLE","SAPONG_KKCPDL","269"
"AP","ONGOLE","SAPONG_KKRCNNSG","311"
"AP","ONGOLE","SAPONG_LCSPMT","66"
"AP","ONGOLE","SAPONG_MEGHANANW","425"
"AP","ONGOLE","SAPONG_NCNBLP","40"
"AP","ONGOLE","SAPONG_NCNINM","42"
"AP","ONGOLE","SAPONG_PAMURNET","458"
"AP","ONGOLE","SAPONG_PMCONG","14"
"AP","ONGOLE","SAPONG_PMRNET_APONG","473"
"AP","ONGOLE","SAPONG_RRCNVLP","284"
"AP","ONGOLE","SAPONG_SCNCLP","80"
"AP","ONGOLE","SAPONG_SCNCMK","186"
"AP","ONGOLE","SAPONG_SCNRVT","85"
"AP","ONGOLE","SAPONG_SDCNKRD","110"
"AP","ONGOLE","SAPONG_SIRICOMM","287"
"AP","ONGOLE","SAPONG_SIVASAICNW","240"
"AP","ONGOLE","SAPONG_SJCBTG","112"
"AP","ONGOLE","SAPONG_SKONDANET","1065"
"AP","ONGOLE","SAPONG_SLSCNGLR","89"
"AP","ONGOLE","SAPONG_SONSEMK","267"
"AP","ONGOLE","SAPONG_SSBSKGX","26"
"AP","ONGOLE","SAPONG_SSCNRDV","54"
"AP","ONGOLE","SAPONG_SVAKPL","90"
"AP","ONGOLE","SAPONG_SVCKXI","150"
"AP","ONGOLE","SAPONG_SVNSCNONG","141"
"AP","ONGOLE","SAPONG_SVNZRM","421"
"AP","ONGOLE","SAPONG_TCNCSP","80"
"AP","ONGOLE","SAPONG_TCNKVP","6"
"AP","ONGOLE","SAPONG_TEJASWI","80"
"AP","ONGOLE","SAPONG_VCNKPN","178"
"AP","RAJAHMUNDRY","BSNL","2266"
"AP","RAJAHMUNDRY","BSNL_DSLAM","4"
"AP","RAJAHMUNDRY","SAPRMY_ADAPAADG","196"
"AP","RAJAHMUNDRY","SAPRMY_BSCCMAPM","154"
"AP","RAJAHMUNDRY","SAPRMY_BSURESHRMY","231"
"AP","RAJAHMUNDRY","SAPRMY_BTRJY","182"
"AP","RAJAHMUNDRY","SAPRMY_CHVKCHT","147"
"AP","RAJAHMUNDRY","SAPRMY_DCCPTP","129"
"AP","RAJAHMUNDRY","SAPRMY_DOMMETIABJ","306"
"AP","RAJAHMUNDRY","SAPRMY_DSTRCV","176"
"AP","RAJAHMUNDRY","SAPRMY_DUDAYTEJAKKD","377"
"AP","RAJAHMUNDRY","SAPRMY_GBCSKOE","452"
"AP","RAJAHMUNDRY","SAPRMY_GCMPT","294"
"AP","RAJAHMUNDRY","SAPRMY_GIDUGURVL","549"
"AP","RAJAHMUNDRY","SAPRMY_HDCOMMAPM","15"
"AP","RAJAHMUNDRY","SAPRMY_JAGADEESHMUM","517"
"AP","RAJAHMUNDRY","SAPRMY_JVRMURARI","149"
"AP","RAJAHMUNDRY","SAPRMY_KSRINIVASPMD","112"
"AP","RAJAHMUNDRY","SAPRMY_KSSHANKARPKU","92"
"AP","RAJAHMUNDRY","SAPRMY_KUNCHEPEP","181"
"AP","RAJAHMUNDRY","SAPRMY_MAHARSHIYLS","275"
"AP","RAJAHMUNDRY","SAPRMY_MEAPM","404"
"AP","RAJAHMUNDRY","SAPRMY_MVPKUMARMIM","412"
"AP","RAJAHMUNDRY","SAPRMY_NVCKLK","22"
"AP","RAJAHMUNDRY","SAPRMY_OBMPT","56"
"AP","RAJAHMUNDRY","SAPRMY_PDCNUPG","108"
"AP","RAJAHMUNDRY","SAPRMY_PRASADNETRMY","178"
"AP","RAJAHMUNDRY","SAPRMY_PRIYARVL","463"
"AP","RAJAHMUNDRY","SAPRMY_RAVITEJAPEP","393"
"AP","RAJAHMUNDRY","SAPRMY_RBSPMU","20"
"AP","RAJAHMUNDRY","SAPRMY_RCONNGLP","200"
"AP","RAJAHMUNDRY","SAPRMY_RRAMBABUKAH","118"
"AP","RAJAHMUNDRY","SAPRMY_RVDPRASADPEP","270"
"AP","RAJAHMUNDRY","SAPRMY_SAIDGV","165"
"AP","RAJAHMUNDRY","SAPRMY_SAMINFKKD","395"
"AP","RAJAHMUNDRY","SAPRMY_SANTHOSHIVGL","15"
"AP","RAJAHMUNDRY","SAPRMY_SBCNTRA","162"
"AP","RAJAHMUNDRY","SAPRMY_SCNDWC","112"
"AP","RAJAHMUNDRY","SAPRMY_SCNRDP","64"
"AP","RAJAHMUNDRY","SAPRMY_SEAPM","76"
"AP","RAJAHMUNDRY","SAPRMY_SFNGKM","108"
"AP","RAJAHMUNDRY","SAPRMY_SIPVSKD","140"
"AP","RAJAHMUNDRY","SAPRMY_SJCNMLRM","7"
"AP","RAJAHMUNDRY","SAPRMY_SLBTNMKM","242"
"AP","RAJAHMUNDRY","SAPRMY_SLGCNTDG","28"
"AP","RAJAHMUNDRY","SAPRMY_SLGFNMTG","174"
"AP","RAJAHMUNDRY","SAPRMY_SRCJKN","52"
"AP","RAJAHMUNDRY","SAPRMY_SRCNMIM","1"
"AP","RAJAHMUNDRY","SAPRMY_SSCANV","172"
"AP","RAJAHMUNDRY","SAPRMY_SSCNDVM","69"
"AP","RAJAHMUNDRY","SAPRMY_SSCNLKV","146"
"AP","RAJAHMUNDRY","SAPRMY_SSDCNKPD","68"
"AP","RAJAHMUNDRY","SAPRMY_SSDMBDL","269"
"AP","RAJAHMUNDRY","SAPRMY_SSMCNAMU","16"
"AP","RAJAHMUNDRY","SAPRMY_SSNTUNI","229"
"AP","RAJAHMUNDRY","SAPRMY_SSRINIVASMTS","267"
"AP","RAJAHMUNDRY","SAPRMY_STFNALA","54"
"AP","RAJAHMUNDRY","SAPRMY_SVRENTRMY","507"
"AP","RAJAHMUNDRY","SAPRMY_SVSTSDOW","38"
"AP","RAJAHMUNDRY","SAPRMY_VBCYNM","449"
"AP","RAJAHMUNDRY","SAPRMY_VCCSNP","448"
"AP","RAJAHMUNDRY","SAPRMY_VIJAYAJGT","661"
"AP","RAJAHMUNDRY","SAPRMY_VISHALIKOE","822"
"AP","RAJAHMUNDRY","SAPRMY_YELURISURESH","333"
"AP","RAJAHMUNDRY","SAPRMY_YPEDAKAPUAYP","159"
"AP","RAJAHMUNDRY","","189"
"AP","SRIKAKULAM","BSNL","264"
"AP","SRIKAKULAM","SAPSKM_BALAMANI","64"
"AP","SRIKAKULAM","SAPSKM_GPONBROAD","336"
"AP","SRIKAKULAM","SAPSKM_MAHAKHALI","44"
"AP","SRIKAKULAM","SAPSKM_NAVADHEEP","156"
